Id.human	Id.hamster	symbol.human	symbol.hamster
5690	101824282	PSMB2	Psmb2
5691	101843224	PSMB3	Psmb3
5692	101834319	PSMB4	Psmb4
5693	101823156	PSMB5	Psmb5
5694	101842677	PSMB6	Psmb6
5695	101826038	PSMB7	Psmb7
5696	101835386	PSMB8	Psmb8
5697	101837140	PYY	Pyy
5698	101835651	PSMB9	Psmb9
5699	121136299	PSMB10	Psmb10
5700	101841968	PSMC1	Psmc1
5701	101831879	PSMC2	Psmc2
5702	101823431	PSMC3	Psmc3
5704	101841588	PSMC4	Psmc4
5705	101844376	PSMC5	Psmc5
5706	101827108	PSMC6	Psmc6
5707	101836647	PSMD1	Psmd1
5708	101833842	PSMD2	Psmd2
5709	101822943	PSMD3	Psmd3
5710	101832406	PSMD4	Psmd4
5711	101824020	PSMD5	Psmd5
5713	101840650	PSMD7	Psmd7
5714	101829939	PSMD8	Psmd8
5715	101828744	PSMD9	Psmd9
5716	101839602	PSMD10	Psmd10
5717	101824972	PSMD11	Psmd11
5718	101833137	PSMD12	Psmd12
5719	101828230	PSMD13	Psmd13
5720	101835816	PSME1	Psme1
5721	101836765	PSME2	Psme2
5723	101835185	PSPH	Psph
5724	101822595	PTAFR	Ptafr
5725	101839417	PTBP1	Ptbp1
5726	101844780	TAS2R38	Tas2r38
5727	101823482	PTCH1	Ptch1
5728	101825008	PTEN	Pten
5730	101824112	PTGDS	Ptgds
5731	101837043	PTGER1	Ptger1
5732	101826580	PTGER2	Ptger2
5733	101837737	PTGER3	Ptger3
5734	101833524	PTGER4	Ptger4
5737	101834313	PTGFR	Ptgfr
5738	101827251	PTGFRN	Ptgfrn
5739	101833121	PTGIR	Ptgir
5740	101832459	PTGIS	Ptgis
5741	101834904	PTH	Pth
5742	101832135	PTGS1	Ptgs1
5743	101823908	PTGS2	Ptgs2
5744	101838225	PTHLH	Pthlh
5745	101830704	PTH1R	Pth1r
5746	101837322	PTH2R	Pth2r
5747	101843989	PTK2	Ptk2
5753	106021506	PTK6	Ptk6
5754	101844288	PTK7	Ptk7
5756	101824596	TWF1	Twf1
5757	101824200	PTMA	Ptma
5764	101844421	PTN	Ptn
5768	101827667	QSOX1	Qsox1
5770	101844125	PTPN1	Ptpn1
5771	101827418	PTPN2	Ptpn2
5774	101824118	PTPN3	Ptpn3
5775	101832531	PTPN4	Ptpn4
5777	110340160	PTPN6	Ptpn6
5778	101827672	PTPN7	Ptpn7
5780	101844277	PTPN9	Ptpn9
5781	101833009	PTPN11	Ptpn11
5782	101827081	PTPN12	Ptpn12
5783	101841998	PTPN13	Ptpn13
5784	101825172	PTPN14	Ptpn14
5786	101843670	PTPRA	Ptpra
5787	101841381	PTPRB	Ptprb
5788	101829256	PTPRC	Ptprc
5789	101837485	PTPRD	Ptprd
5790	101840490	PTPRCAP	LOC101840490
5791	101832230	PTPRE	Ptpre
5792	101828938	PTPRF	Ptprf
5793	101833167	PTPRG	Ptprg
5794	101840416	PTPRH	Ptprh
5795	101827203	PTPRJ	Ptprj
5796	101844077	PTPRK	Ptprk
5797	101824470	PTPRM	Ptprm
5798	101830232	PTPRN	Ptprn
5799	101843979	PTPRN2	Ptprn2
5800	101829612	PTPRO	Ptpro
5801	101830625	PTPRR	Ptprr
5802	101825085	PTPRS	Ptprs
5803	101831066	PTPRZ1	Ptprz1
5805	101824416	PTS	Pts
5806	101843506	PTX3	Ptx3
5810	101839489	RAD1	Rad1
5813	101832683	PURA	Pura
5814	106022604	PURB	Purb
5816	101823082	PVALB	Pvalb
5819	101839886	NECTIN2	Nectin2
5822	101830957	PWP2	Pwp2
5824	101831146	PEX19	Pex19
5825	101837610	ABCD3	Abcd3
5826	101835648	ABCD4	Abcd4
5827	101828510	PXMP2	Pxmp2
5828	101837659	PEX2	Pex2
5829	101834032	PXN	Pxn
5830	101823964	PEX5	Pex5
5831	101837782	PYCR1	Pycr1
5832	101828502	ALDH18A1	Aldh18a1
5833	101837588	PCYT2	Pcyt2
5834	101832364	PYGB	Pygb
5836	101835240	PYGL	Pygl
5837	101835714	PYGM	Pygm
5859	101842697	QARS1	Qars1
5860	101834876	QDPR	Qdpr
5861	101836102	RAB1A	Rab1a
5862	101825193	RAB2A	Rab2a
5863	101835202	RGL2	Rgl2
5864	101829576	RAB3A	Rab3a
5865	101831752	RAB3B	Rab3b
5866	101822518	RAB3IL1	Rab3il1
5867	101844604	RAB4A	Rab4a
5868	101838485	RAB5A	Rab5a
5869	101822596	RAB5B	Rab5b
5870	101835328	RAB6A	Rab6a
5871	101842114	MAP4K2	Map4k2
5872	101825427	RAB13	Rab13
5873	101828460	RAB27A	Rab27a
5874	101822849	RAB27B	Rab27b
5875	101826579	RABGGTA	Rabggta
5876	101833400	RABGGTB	Rabggtb
5877	101825575	RABIF	Rabif
5878	101833039	RAB5C	Rab5c
5879	101841113	RAC1	Rac1
5880	101824666	RAC2	Rac2
5881	101835840	RAC3	Rac3
5883	101827278	RAD9A	Rad9a
5884	101837032	RAD17	Rad17
5885	101835161	RAD21	Rad21
5886	106020727	RAD23A	Rad23a
5887	101840469	RAD23B	Rad23b
5888	101825441	RAD51	Rad51
5889	101843067	RAD51C	Rad51c
5890	101824690	RAD51B	Rad51b
5891	101832261	MOK	Mok
5892	101835082	RAD51D	Rad51d
5893	101824397	RAD52	Rad52
5894	101843997	RAF1	Raf1
5896	101831007	RAG1	Rag1
5897	101831269	RAG2	Rag2
5898	101833843	RALA	Rala
5899	101823011	RALB	Ralb
5900	101833106	RALGDS	Ralgds
5901	101833276	RAN	Ran
5902	101836822	RANBP1	Ranbp1
5903	101826176	RANBP2	Ranbp2
5905	101838295	RANGAP1	Rangap1
5906	101841364	RAP1A	Rap1a
5908	101823756	RAP1B	Rap1b
5909	101827955	RAP1GAP	LOC101827955
5910	101844325	RAP1GDS1	Rap1gds1
5911	106021897	RAP2A	Rap2a
5912	101839665	RAP2B	Rap2b
5913	101823866	RAPSN	Rapsn
5914	101825414	RARA	Rara
5915	101838607	RARB	Rarb
5916	101840340	RARG	Rarg
5917	101842512	RARS1	Rars1
5918	101830452	RARRES1	Rarres1
5919	101831104	RARRES2	Rarres2
5921	101834599	RASA1	Rasa1
5922	101831785	RASA2	Rasa2
5923	101825767	RASGRF1	Rasgrf1
5924	101828956	RASGRF2	Rasgrf2
5925	101831842	RB1	Rb1
5926	101834185	ARID4A	Arid4a
5927	101823347	KDM5A	Kdm5a
5928	101822682	RBBP4	Rbbp4
5929	101844175	RBBP5	Rbbp5
5930	101824213	RBBP6	Rbbp6
5931	101826886	RBBP7	Rbbp7
5932	101840503	RBBP8	Rbbp8
5933	101835370	RBL1	Rbl1
5934	101835700	RBL2	Rbl2
5935	101839782	RBM3	Rbm3
5937	101831296	RBMS1	Rbms1
5939	101831069	RBMS2	Rbms2
5947	101833010	RBP1	Rbp1
5948	101838254	RBP2	Rbp2
5949	101826282	RBP3	Rbp3
5950	101834403	RBP4	Rbp4
5954	101839955	RCN1	Rcn1
5955	101841174	RCN2	Rcn2
5957	101824057	RCVRN	Rcvrn
5959	101842006	RDH5	Rdh5
5961	101829076	PRPH2	Prph2
5962	101832354	RDX	Rdx
5965	101832279	RECQL	Recql
5966	101828634	REL	Rel
5970	101831177	RELA	Rela
5971	101824757	RELB	Relb
5972	101842518	REN	Ren
5973	101825656	RENBP	LOC101825656
5976	101823609	UPF1	Upf1
5977	101826139	DPF2	Dpf2
5978	101829197	REST	Rest
5979	101835994	RET	Ret
5980	101834280	REV3L	Rev3l
5981	101836984	RFC1	Rfc1
5982	101843889	RFC2	Rfc2
5983	101843526	RFC3	Rfc3
5984	101824346	RFC4	Rfc4
5985	101829905	RFC5	Rfc5
5986	101835058	RFNG	Rfng
5987	101837572	TRIM27	Trim27
5989	101839797	RFX1	Rfx1
5990	101827264	RFX2	Rfx2
5991	101833881	RFX3	Rfx3
5992	101828227	RFX4	Rfx4
5993	101833879	RFX5	Rfx5
5994	101823038	RFXAP	LOC101823038
5995	101844045	RGR	Rgr
5996	101844821	RGS1	Rgs1
5997	101844293	RGS2	Rgs2
5998	101826456	RGS3	Rgs3
5999	101841449	RGS4	Rgs4
6000	101843337	RGS7	Rgs7
6001	101840970	RGS10	Rgs10
6002	101843037	RGS12	Rgs12
6003	101844559	RGS13	Rgs13
6004	101832185	RGS16	Rgs16
6005	101842954	RHAG	Rhag
6006	101832738	RHCE	Rhce
6009	110339728	RHEB	Rheb
6010	101841419	RHO	Rho
6011	101839768	GRK1	Grk1
6014	101823514	RIT2	Rit2
6015	101836418	RING1	Ring1
6016	101831155	RIT1	Rit1
6017	101823921	RLBP1	Rlbp1
6018	101837469	RLF	Rlf
6035	101834164	RNASE1	Rnase1
6038	101834435	RNASE4	Rnase4
6039	101837579	RNASE6	Rnase6
6041	101825053	RNASEL	Rnasel
6045	101823467	RNF2	Rnf2
6046	101835908	BRD2	Brd2
6047	101831215	RNF4	Rnf4
6048	101833125	RNF5	Rnf5
6049	101836385	RNF6	Rnf6
6050	101839513	RNH1	Rnh1
6051	101829080	RNPEP	LOC101829080
6059	101829096	ABCE1	Abce1
6091	101842283	ROBO1	Robo1
6092	101842014	ROBO2	Robo2
6093	101843167	ROCK1	Rock1
6094	106020854	ROM1	Rom1
6095	101836033	RORA	Rora
6096	101823591	RORB	Rorb
6097	101832867	RORC	Rorc
6098	101836363	ROS1	Ros1
6100	101839396	RP9	Rp9
6101	110339275	RP1	Rp1
6102	101829389	RP2	Rp2
6103	101833187	RPGR	Rpgr
6117	101841156	RPA1	Rpa1
6118	101823403	RPA2	Rpa2
6119	101833793	RPA3	Rpa3
6120	101834267	RPE	Rpe
6121	101841952	RPE65	Rpe65
6122	101833220	RPL3	Rpl3
6123	101826558	RPL3L	Rpl3l
6124	101844669	RPL4	Rpl4
6125	101826464	RPL5	Rpl5
6128	110342846	RPL6	Rpl6
6129	101835479	RPL7	Rpl7
6130	110343785	RPL7A	Rpl7a
6132	121136232	RPL8	Rpl8
6133	101828194	RPL9	Rpl9
6134	101828611	RPL10	Rpl10
6135	101824372	RPL11	Rpl11
6136	101831107	RPL12	Rpl12
6137	101844117	RPL13	Rpl13
6138	121140926	RPL15	Rpl15
6139	101829440	RPL17	Rpl17
6141	101839873	RPL18	Rpl18
6142	110339316	RPL18A	Rpl18a
6143	101844830	RPL19	Rpl19
6144	101842462	RPL21	Rpl21
6146	101844682	RPL22	Rpl22
6147	101831506	RPL23A	Rpl23a
6150	101825012	MRPL23	Mrpl23
6152	101827593	RPL24	Rpl24
6154	101842227	RPL26	Rpl26
6155	101826173	RPL27	Rpl27
6156	101823377	RPL30	Rpl30
6157	101842263	RPL27A	Rpl27a
6158	101823529	RPL28	Rpl28
6159	101823027	RPL29	Rpl29
6160	106021571	RPL31	Rpl31
6161	101828607	RPL32	Rpl32
6164	101823848	RPL34	Rpl34
6165	106021242	RPL35A	Rpl35a
6166	101841617	RPL36AL	Rpl36al
6167	101828605	RPL37	Rpl37
6168	101825310	RPL37A	Rpl37a
6169	101830592	RPL38	Rpl38
6170	106022236	RPL39	Rpl39
6175	106021847	RPLP0	Rplp0
6176	101836623	RPLP1	Rplp1
6181	101835718	RPLP2	Rplp2
6182	101838573	MRPL12	Mrpl12
6183	101843109	MRPS12	Mrps12
6184	101832628	RPN1	Rpn1
6185	101835110	RPN2	Rpn2
6187	101836559	RPS2	Rps2
6188	101830073	RPS3	Rps3
6189	101839674	RPS3A	Rps3a
6191	101829735	RPS4X	Rps4x
6193	101823781	RPS5	Rps5
6194	101836115	RPS6	Rps6
6195	101829274	RPS6KA1	Rps6ka1
6196	101837095	RPS6KA2	Rps6ka2
6197	101832112	RPS6KA3	Rps6ka3
6198	101839046	RPS6KB1	Rps6kb1
6199	101828677	RPS6KB2	Rps6kb2
6201	101831161	RPS7	Rps7
6202	101833928	RPS8	Rps8
6203	101824602	RPS9	Rps9
6204	101840759	RPS10	Rps10
6206	101829134	RPS12	Rps12
6207	101828818	RPS13	Rps13
6208	101832373	RPS14	Rps14
6209	101832829	RPS15	Rps15
6210	101827596	RPS15A	Rps15a
6217	101835038	RPS16	Rps16
6218	101833430	RPS17	Rps17
6222	101834509	RPS18	Rps18
6223	101843454	RPS19	Rps19
6224	121138791	RPS20	Rps20
6227	101830140	RPS21	Rps21
6228	101831542	RPS23	Rps23
6229	106022429	RPS24	Rps24
6230	101831299	RPS25	Rps25
6231	101823926	RPS26	Rps26
6232	101825164	RPS27	Rps27
6233	101822924	RPS27A	Rps27a
6234	101840483	RPS28	Rps28
6235	106021366	RPS29	Rps29
6236	101839140	RRAD	Rrad
6237	101826841	RRAS	Rras
6238	101833832	RRBP1	Rrbp1
6239	101828249	RREB1	Rreb1
6240	101826102	RRM1	Rrm1
6241	101833872	RRM2	Rrm2
6242	101836730	RTKN	Rtkn
6247	101828462	RS1	Rs1
6249	101837453	CLIP1	Clip1
6251	101824016	RSU1	Rsu1
6252	101835589	RTN1	Rtn1
6253	101837672	RTN2	Rtn2
6256	101830118	RXRA	Rxra
6257	101837116	RXRB	Rxrb
6258	101839118	RXRG	Rxrg
6259	101831131	RYK	Ryk
6261	101840708	RYR1	Ryr1
6262	101841801	RYR2	Ryr2
6263	101829120	RYR3	Ryr3
6271	101828044	S100A1	S100a1
6272	101825752	SORT1	Sort1
6273	101829195	S100A2	S100a2
6274	101829459	S100A3	S100a3
6276	101830003	S100A5	S100a5
6277	101830461	S100A6	S100a6
6280	101830989	S100A9	S100a9
6281	101837271	S100A10	S100a10
6282	101837001	S100A11	S100a11
6284	101828303	S100A13	S100a13
6285	101840539	S100B	S100b
6293	101834059	VPS52	Vps52
6294	101830764	SAFB	Safb
6295	101842285	SAG	Sag
6296	101836492	ACSM3	Acsm3
6297	101834869	SALL2	Sall2
6299	101837175	SALL1	Sall1
6300	101833914	MAPK12	Mapk12
6301	101826020	SARS1	Sars1
6302	106021922	TSPAN31	Tspan31
6303	101832296	SAT1	Sat1
6304	101834633	SATB1	Satb1
6305	101834699	SBF1	Sbf1
6307	101837970	MSMO1	Msmo1
6309	101823983	SC5D	Sc5d
6310	101839793	ATXN1	Atxn1
6311	101844147	ATXN2	Atxn2
6314	101835080	ATXN7	Atxn7
6320	101825725	CLEC11A	Clec11a
6322	106021477	SCML1	Scml1
6324	101831789	SCN1B	Scn1b
6327	101837586	SCN2B	Scn2b
6328	101824388	SCN3A	Scn3a
6329	101842866	SCN4A	Scn4a
6330	101837861	SCN4B	Scn4b
6331	101827357	SCN5A	Scn5a
6332	110342749	SCN7A	Scn7a
6334	101829954	SCN8A	Scn8a
6335	101843265	SCN9A	Scn9a
6336	101826917	SCN10A	Scn10a
6337	101840414	SCNN1A	Scnn1a
6338	101826312	SCNN1B	Scnn1b
6340	101830559	SCNN1G	Scnn1g
6341	101830766	SCO1	LOC101830766
6342	101835416	SCP2	Scp2
6344	101824074	SCTR	Sctr
6345	101843248	SRL	Srl
6352	101832468	CCL5	Ccl5
6360	106021657	CCL16	Ccl16
6361	101828037	CCL17	Ccl17
6363	101836222	CCL19	Ccl19
6364	101834223	CCL20	Ccl20
6366	101838509	CCL21	Ccl21
6367	101827517	CCL22	Ccl22
6369	101843343	CCL24	Ccl24
6370	101839617	CCL25	Ccl25
6373	101833230	CXCL11	Cxcl11
6376	101827778	CX3CL1	Cx3cl1
6382	101836998	SDC1	Sdc1
6383	101825219	SDC2	Sdc2
6385	101835638	SDC4	Sdc4
6386	101830755	SDCBP	LOC101830755
6387	101838717	CXCL12	Cxcl12
6388	101830346	SDF2	Sdf2
6389	101827549	SDHA	Sdha
6390	101839856	SDHB	Sdhb
6391	101840886	SDHC	Sdhc
6392	101825913	SDHD	Sdhd
6396	101825801	SEC13	Sec13
6397	101828698	SEC14L1	Sec14l1
6399	121139956	TRAPPC2	Trappc2
6400	101834260	SEL1L	Sel1l
6401	101827491	SELE	Sele
6402	101834008	SELL	Sell
6403	101834270	SELP	LOC101834270
6404	101822501	SELPLG	Selplg
6405	101833337	SEMA3F	Sema3f
6414	101827018	SELENOP	Selenop
6415	101831019	SELENOW	Selenow
6416	101823794	MAP2K4	Map2k4
6418	101841306	SET	Set
6419	101833651	SETMAR	LOC101833651
6421	101825684	SFPQ	Sfpq
6422	101839183	SFRP1	Sfrp1
6423	101837892	SFRP2	Sfrp2
6424	101836444	SFRP4	Sfrp4
6425	101844159	SFRP5	Sfrp5
6426	101832115	SRSF1	Srsf1
6427	101830953	SRSF2	Srsf2
6428	101826143	SRSF3	Srsf3
6429	101843153	SRSF4	Srsf4
6430	101843680	SRSF5	Srsf5
6431	121134603	SRSF6	Srsf6
6432	101841350	SRSF7	Srsf7
6433	101839321	SFSWAP	LOC101839321
6434	101830691	TRA2B	Tra2b
6439	101844571	SFTPB	Sftpb
6440	101832627	SFTPC	Sftpc
6441	101835869	SFTPD	Sftpd
6442	101822397	SGCA	Sgca
6443	101831878	SGCB	Sgcb
6444	101837953	SGCD	Sgcd
6445	101825067	SGCG	Sgcg
6446	101829943	SGK1	Sgk1
6448	101822648	SGSH	Sgsh
6449	101823851	SGTA	Sgta
6451	101829831	SH3BGRL	Sh3bgrl
6452	101844371	SH3BP2	Sh3bp2
6453	101827327	ITSN1	Itsn1
6455	101833870	SH3GL1	Sh3gl1
6456	101827475	SH3GL2	Sh3gl2
6457	101837713	SH3GL3	Sh3gl3
6461	101843339	SHB	Shb
6462	121141380	SHBG	Shbg
6464	101841290	SHC1	Shc1
6468	101831525	FBXW4	Fbxw4
6469	101831524	SHH	Shh
6470	101839448	SHMT1	Shmt1
6472	101833272	SHMT2	Shmt2
6474	101843780	SHOX2	Shox2
6476	101823828	SI	Si
6477	101842811	SIAH1	Siah1
6478	101835860	SIAH2	Siah2
6480	101823546	ST6GAL1	St6gal1
6482	101828923	ST3GAL1	St3gal1
6483	101836361	ST3GAL2	St3gal2
6484	101839170	ST3GAL4	St3gal4
6487	101829645	ST3GAL3	St3gal3
6489	101833067	ST8SIA1	St8sia1
6490	101828656	PMEL	Pmel
6491	101833504	STIL	Stil
6492	101839018	SIM1	Sim1
6493	101824696	SIM2	Sim2
6494	101830381	SIPA1	Sipa1
6495	101834277	SIX1	Six1
6496	101830347	SIX3	Six3
6497	101838153	SKI	Ski
6498	101825210	SKIL	Skil
6499	101830400	SKIV2L	Skiv2l
6500	110340475	SKP1	Skp1
6502	101837348	SKP2	Skp2
6503	101828654	SLA	Sla
6504	101832383	SLAMF1	Slamf1
6505	101826834	SLC1A1	Slc1a1
6506	101827891	SLC1A2	Slc1a2
6507	101836629	SLC1A3	Slc1a3
6508	101834177	SLC4A3	Slc4a3
6509	101826175	SLC1A4	Slc1a4
6510	101824395	SLC1A5	Slc1a5
6511	101824206	SLC1A6	Slc1a6
6512	101836107	SLC1A7	Slc1a7
6513	101823763	SLC2A1	Slc2a1
6514	101827043	SLC2A2	Slc2a2
6515	101839254	SLC2A3	Slc2a3
6517	101827218	SLC2A4	Slc2a4
6518	101830719	SLC2A5	Slc2a5
6519	101838676	SLC3A1	Slc3a1
6520	101832315	SLC3A2	Slc3a2
6521	101841707	SLC4A1	Slc4a1
6522	101836419	SLC4A2	Slc4a2
6523	101833578	SLC5A1	Slc5a1
6524	101841667	SLC5A2	Slc5a2
6525	101835407	SMTN	Smtn
6526	110341584	SLC5A3	Slc5a3
6528	101828245	SLC5A5	Slc5a5
6529	101824498	SLC6A1	Slc6a1
6530	101833084	SLC6A2	Slc6a2
6531	110343686	SLC6A3	Slc6a3
6532	101833820	SLC6A4	Slc6a4
6533	101842342	SLC6A6	Slc6a6
6534	101840737	SLC6A7	Slc6a7
6535	101836083	SLC6A8	Slc6a8
6536	101833453	SLC6A9	Slc6a9
6538	101824761	SLC6A11	Slc6a11
6539	101827381	SLC6A12	Slc6a12
6540	101827817	SLC6A13	Slc6a13
6541	101839504	SLC7A1	Slc7a1
6542	101839184	SLC7A2	Slc7a2
6543	101828775	SLC8A2	Slc8a2
6545	101836301	SLC7A4	Slc7a4
6546	101823918	SLC8A1	Slc8a1
6547	101842252	SLC8A3	Slc8a3
6548	101829817	SLC9A1	Slc9a1
6549	101825935	SLC9A2	Slc9a2
6550	101823513	SLC9A3	Slc9a3
6553	101826110	SLC9A5	Slc9a5
6554	101823905	SLC10A1	Slc10a1
6555	101840832	SLC10A2	Slc10a2
6556	101832885	SLC11A1	Slc11a1
6557	101841063	SLC12A1	Slc12a1
6558	101842599	SLC12A2	Slc12a2
6559	101824548	SLC12A3	Slc12a3
6560	101833603	SLC12A4	Slc12a4
6561	101842809	SLC13A1	Slc13a1
6564	101839757	SLC15A1	Slc15a1
6565	101825571	SLC15A2	Slc15a2
6566	101837071	SLC16A1	Slc16a1
6567	101837301	SLC16A2	Slc16a2
6568	101824501	SLC17A1	Slc17a1
6569	101827429	SLC34A1	Slc34a1
6570	101842431	SLC18A1	Slc18a1
6571	101836848	SLC18A2	Slc18a2
6572	101829627	SLC18A3	Slc18a3
6573	101837056	SLC19A1	Slc19a1
6574	101838307	SLC20A1	Slc20a1
6575	101833217	SLC20A2	Slc20a2
6576	101839311	SLC25A1	Slc25a1
6578	101831573	SLCO2A1	Slco2a1
6581	101826153	SLC22A3	Slc22a3
6582	101839965	SLC22A2	Slc22a2
6583	101842330	SLC22A4	Slc22a4
6585	101825700	SLIT1	Slit1
6586	101843046	SLIT3	Slit3
6588	101835409	SLN	Sln
6591	101833699	SNAI2	Snai2
6594	101828117	SMARCA1	Smarca1
6595	101828402	SMARCA2	Smarca2
6596	101835089	HLTF	Hltf
6597	101828829	SMARCA4	Smarca4
6598	101842421	SMARCB1	Smarcb1
6599	101830169	SMARCC1	Smarcc1
6601	101829455	SMARCC2	Smarcc2
6602	101824053	SMARCD1	Smarcd1
6603	101844107	SMARCD2	Smarcd2
6604	101833304	SMARCD3	Smarcd3
6605	101827769	SMARCE1	Smarce1
6608	101826549	SMO	Smo
6609	101826688	SMPD1	Smpd1
6610	101829343	SMPD2	Smpd2
6611	101834283	SMS	Sms
6612	101835412	SUMO3	Sumo3
6613	101826357	SUMO2	Sumo2
6614	101824066	SIGLEC1	Siglec1
6615	101843600	SNAI1	Snai1
6616	101836273	SNAP25	Snap25
6617	101829705	SNAPC1	Snapc1
6618	101838539	SNAPC2	Snapc2
6619	101824021	SNAPC3	Snapc3
6620	101824366	SNCB	Sncb
6621	101841219	SNAPC4	Snapc4
6622	101829896	SNCA	Snca
6623	101824709	SNCG	Sncg
6624	101844319	FSCN1	Fscn1
6625	101822702	SNRNP70	Snrnp70
6626	101824589	SNRPA	Snrpa
6627	101826662	SNRPA1	Snrpa1
6628	106021017	SNRPB	Snrpb
6629	101841333	SNRPB2	Snrpb2
6631	101835567	SNRPC	Snrpc
6632	101841312	SNRPD1	Snrpd1
6633	101833976	SNRPD2	Snrpd2
6634	101823276	SNRPD3	Snrpd3
6635	106023046	SNRPE	Snrpe
6636	101834530	SNRPF	Snrpf
6637	101824253	SNRPG	Snrpg
6638	101833213	SNRPN	Snrpn
6640	101831979	SNTA1	Snta1
6641	101823679	SNTB1	Sntb1
6642	101843412	SNX1	Snx1
6643	101826085	SNX2	Snx2
6645	101824886	SNTB2	Sntb2
6646	101835581	SOAT1	Soat1
6647	101831231	SOD1	Sod1
6648	101834519	SOD2	Sod2
6649	101843571	SOD3	Sod3
6650	101839060	CAPN15	Capn15
6651	101827847	SON	Son
6652	101843575	SORD	Sord
6653	101823721	SORL1	Sorl1
6654	101842876	SOS1	Sos1
6655	101840462	SOS2	Sos2
6656	101839030	SOX1	Sox1
6657	101837780	SOX2	Sox2
6658	101841587	SOX3	Sox3
6659	101841515	SOX4	Sox4
6660	101835241	SOX5	Sox5
6662	101832183	SOX9	Sox9
6663	101829500	SOX10	Sox10
6664	101829915	SOX11	Sox11
6665	101832870	SOX15	Sox15
6666	101840603	SOX12	Sox12
6667	101842935	SP1	Sp1
6668	101833682	SP2	Sp2
6670	101835289	SP3	Sp3
6671	101839948	SP4	Sp4
6674	101833673	SPAG1	Spag1
6675	101841977	UAP1	Uap1
6676	101841498	SPAG4	Spag4
6678	101838560	SPARC	Sparc
6683	101826884	SPAST	Spast
6687	101826711	SPG7	Spg7
6688	101822359	SPI1	Spi1
6689	101834507	SPIB	Spib
6690	101839195	SPINK1	Spink1
6691	101840202	SPINK2	Spink2
6692	101837559	SPINT1	Spint1
6693	101841494	SPN	Spn
6694	101840407	SPP2	Spp2
6695	101837172	SPOCK1	Spock1
6696	101829539	SPP1	Spp1
6708	101840574	SPTA1	Spta1
6709	101825366	SPTAN1	Sptan1
6710	101826796	SPTB	Sptb
6711	101843131	SPTBN1	Sptbn1
6712	101822353	SPTBN2	Sptbn2
6713	101828754	SQLE	Sqle
6714	101834139	SRC	Src
6715	101835647	SRD5A1	Srd5a1
6716	101831309	SRD5A2	Srd5a2
6717	101828940	SRI	Sri
6718	101844953	AKR1D1	Akr1d1
6720	101843461	SREBF1	Srebf1
6721	101839360	SREBF2	Srebf2
6722	101844025	SRF	Srf
6723	101834750	SRM	Srm
6725	101840659	SRMS	Srms
6726	101830453	SRP9	Srp9
6727	101843721	SRP14	Srp14
6728	121144389	SRP19	Srp19
6730	101836699	SRP68	Srp68
6731	101841212	SRP72	Srp72
6732	101824031	SRPK1	Srpk1
6733	101823933	SRPK2	Srpk2
6734	101840428	SRPRA	Srpra
6737	101827416	TRIM21	Trim21
6738	101842793	RO60	Ro60
6741	101842841	SSB	Ssb
6742	101840707	SSBP1	Ssbp1
6744	101837224	ITPRID2	Itprid2
6745	101827729	SSR1	Ssr1
6746	101829194	SSR2	Ssr2
6747	101842447	SSR3	Ssr3
6748	101834243	SSR4	Ssr4
6749	101842032	SSRP1	Ssrp1
6750	101822745	SST	Sst
6751	101824516	SSTR1	Sstr1
6752	101831657	SSTR2	Sstr2
6753	101824404	SSTR3	Sstr3
6754	101836109	SSTR4	Sstr4
6755	101842186	SSTR5	Sstr5
6760	101834598	SS18	Ss18
6764	101841997	DENND2B	Dennd2b
6767	101837762	ST13	St13
6768	101833628	ST14	St14
6769	101834374	STAC	Stac
6770	101844174	STAR	Star
6772	101827798	STAT1	Stat1
6773	101830537	STAT2	Stat2
6774	101834358	STAT3	Stat3
6775	101828236	STAT4	Stat4
6777	101835654	STAT5B	Stat5b
6778	101832739	STAT6	Stat6
6780	101841084	STAU1	Stau1
6781	101824161	STC1	Stc1
6782	101830142	HSPA13	Hspa13
6785	101838403	ELOVL4	Elovl4
6786	101825321	STIM1	Stim1
6787	101826843	NEK4	Nek4
6788	101834979	STK3	Stk3
6789	101837206	STK4	Stk4
6790	101829083	AURKA	Aurka
6792	101828192	CDKL5	Cdkl5
6793	101822570	STK10	Stk10
6794	101835880	STK11	Stk11
6795	101836248	AURKC	Aurkc
6801	101835503	STRN	Strn
6804	101839850	STX1A	Stx1a
6809	101834405	STX3	Stx3
6810	101824911	STX4	Stx4
6811	101827799	STX5	Stx5
6812	101831551	STXBP1	Stxbp1
6813	101833717	STXBP2	Stxbp2
6814	101826808	STXBP3	Stxbp3
6815	101827377	STYX	Styx
6820	101822973	SULT2B1	Sult2b1
6821	101823046	SUOX	Suox
6827	101829263	SUPT4H1	Supt4h1
6829	101835470	SUPT5H	Supt5h
6830	101829718	SUPT6H	Supt6h
6832	101839558	SUPV3L1	Supv3l1
6833	101835030	ABCC8	Abcc8
6834	101826223	SURF1	LOC101826223
6835	101825967	SURF2	Surf2
6836	101836267	SURF4	Surf4
6837	101826674	MED22	Med22
6838	101825706	SURF6	Surf6
6839	101838624	SUV39H1	Suv39h1
6840	101832839	SVIL	Svil
6843	101830732	VAMP1	Vamp1
6844	101840165	VAMP2	Vamp2
6845	101826426	VAMP7	Vamp7
6847	101841470	SYCP1	Sycp1
6850	101830753	SYK	Syk
6853	101826224	SYN1	Syn1
